type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,title
white,7.2,0.4,0.24,8.5,0.055,45.0,151.0,0.99626,3.2,0.52,9.2,5,Joseph Fritsch 2011 Furstentum Grand Cru Gewurztraminer (Alsace)
white,5.9,0.23,0.24,1.6,0.037,32.0,115.0,0.99076,3.21,0.51,11.4,6,Domaine la Croix Chaptal 2009 Cuvée Charles Red (Terrasses du Larzac)
white,6.4,0.18,0.48,18.0,0.054,56.0,183.0,1.00038,2.98,0.61,8.5,6,Kaiken 2014 Reserva Cabernet Sauvignon (Mendoza)
white,6.2,0.32,0.12,4.8,0.054,6.0,97.0,0.99424,3.16,0.5,9.3,5,Cheviot Bridge 2000 Chardonnay (Victoria)
white,6.4,0.37,0.12,5.9,0.056,6.0,91.0,0.99536,3.06,0.46,8.4,4,Ascension Cellars 2013 Soul Shaker Red (Paso Robles)
white,7.0,0.23,0.42,1.1,0.062,35.0,100.0,0.99318,3.04,0.4,9.2,5,Forrest Estate 2007 Pinot Gris (Marlborough)
white,7.2,0.4,0.24,8.5,0.055,45.0,151.0,0.99626,3.2,0.52,9.2,5,Marchesi di Barolo 2011 Cannubi  (Barolo)
white,7.6,0.19,0.37,13.1,0.033,52.0,151.0,0.99726,3.18,0.79,10.4,6,Terra d'Oro 2009 Zinfandel (Amador County)
white,6.0,0.28,0.27,4.1,0.046,50.0,147.0,0.99126,3.27,0.56,11.6,6,Bodegas Carchelo 2014 C Red (Jumilla)
white,6.2,0.32,0.45,2.9,0.029,37.0,94.0,0.98998,3.25,0.6,12.4,6,Bacalhôa Wines of Portugal 2013 JP Azeitão Branco White (Península de Setúbal)
white,7.6,0.19,0.37,13.1,0.033,52.0,151.0,0.99726,3.18,0.79,10.4,6,JCB 2014 Leopard Red (Napa Valley)
white,6.4,0.26,0.26,1.1,0.052,22.0,176.0,0.99304,3.09,0.54,9.3,5,Montes 2011 Alpha Merlot (Colchagua Valley)
white,5.9,0.25,0.27,1.5,0.029,37.0,81.0,0.9892,3.2,0.46,12.2,6,Bonazzi Dario e Fabio 2005 San Nicola Red (Rosso del Veronese)
white,6.1,0.28,0.3,7.75,0.031,33.0,139.0,0.99296,3.22,0.46,11.0,6,Villa 2009 Brut Emozione Sparkling (Franciacorta)
white,6.9,0.19,0.38,1.15,0.023,30.0,105.0,0.99047,3.11,0.38,11.4,5,Flocchini 2005 Andrea La Rue Pinot Noir (Sonoma Coast)
white,6.4,0.29,0.57,1.0,0.06,15.0,120.0,0.9924,3.06,0.41,9.5,5,Bota Box 2015 Pinot Grigio (California)
white,6.8,0.27,0.22,17.8,0.034,16.0,116.0,0.9989,3.07,0.53,9.2,5,Domaine des Cognettes 2012 Clisson  (Muscadet Sèvre et Maine Clisson)
white,7.5,0.26,0.38,5.7,0.021,23.0,125.0,0.99338,3.13,0.62,11.1,6,Sommariva NV Palazzo Rosso Brut  (Prosecco di Conegliano)
white,6.8,0.27,0.22,17.8,0.034,16.0,116.0,0.9989,3.07,0.53,9.2,5,Ovum 2015 Off the Grid Riesling (Rogue Valley)
white,6.4,0.2,0.22,7.4,0.032,53.0,172.0,0.99404,3.24,0.58,11.0,6,Zisola 2006 Doppiozeta Red (Sicilia)
white,7.3,0.33,0.22,1.4,0.041,40.0,177.0,0.99287,3.14,0.48,9.9,5,Cà Vittoria 2007 Millesimato Dry  (Prosecco di Conegliano e Valdobbiadene)
white,7.3,0.34,0.22,1.4,0.044,43.0,176.0,0.99286,3.14,0.46,9.9,5,Balbas 2009 Ardal Gran Reserva Selección Especial  (Ribera del Duero)
white,6.4,0.29,0.57,1.0,0.06,15.0,120.0,0.9924,3.06,0.41,9.5,5,Schäfer-Fröhlich 2005 Kabinett Riesling (Nahe)
white,6.1,1.1,0.16,4.4,0.033,8.0,109.0,0.99058,3.35,0.47,12.4,4,González Byass NV Fino Una Palma Sherry (Jerez)
white,6.3,0.24,0.29,1.6,0.052,48.0,185.0,0.9934,3.21,0.5,9.4,5,Sabina Vineyards 2011 Estate Cabernet Sauvignon (St. Helena)
white,6.2,0.24,0.22,7.9,0.053,45.0,149.0,0.99545,3.23,0.52,9.3,5,Bowman Cellars 2015 Pinot Noir (Russian River Valley)
white,7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,7,Domaine du Théron 2013 Malbec (Cahors)
white,7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,7,Château Lestage Simon 2012  Haut-Médoc
white,7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,7,Ca' Momi 2014 Chardonnay (Napa Valley)
white,7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,7,Château Suau 2015  Côtes de Bordeaux
white,7.2,0.17,0.28,17.55,0.05,33.0,154.0,0.99971,2.94,0.43,9.0,7,François Lurton 2013 Santa Celina Malbec (Mendoza)
white,6.9,0.19,0.35,13.5,0.038,49.0,118.0,0.99546,3.0,0.63,10.7,6,Husch 2010 Sauvignon Blanc (Mendocino)
white,6.9,0.19,0.35,13.5,0.038,49.0,118.0,0.99546,3.0,0.63,10.7,6,Quattro Mani 2015  Montepulciano d'Abruzzo
white,6.8,0.16,0.36,1.3,0.034,32.0,98.0,0.99058,3.02,0.58,11.3,6,Rusack 2012 Reserve Chardonnay (Santa Maria Valley)
white,7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,7,Obalo 2012 Crianza  (Rioja)
white,6.8,0.3,0.27,11.6,0.028,22.0,97.0,0.99314,2.96,0.38,11.7,6,Williams Selyem 2012 Terra de Promissio Vineyard Pinot Noir (Sonoma Coast)
white,6.2,0.24,0.22,7.9,0.053,45.0,149.0,0.99545,3.23,0.52,9.3,5,Little Black Dress 2006 Syrah Rosé (California)
white,7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,7,Bouvet-Ladubay 2010 Trésor Brut  (Saumur)
white,7.2,0.17,0.28,17.55,0.05,33.0,154.0,0.99971,2.94,0.43,9.0,7,Château Grand Picard 2009  Bordeaux
white,6.8,0.3,0.27,11.6,0.028,22.0,97.0,0.99314,2.96,0.38,11.7,6,Ironstone 2010 Reserve Rous Old Vine Zinfandel (Lodi)
white,6.5,0.43,0.18,13.15,0.032,25.0,131.0,0.99565,3.23,0.51,10.7,5,Alta Maria 2011 Pinot Noir (Santa Maria Valley)
white,6.6,0.17,0.36,1.9,0.036,38.0,110.0,0.99056,3.05,0.54,11.4,6,Foggy Bridge 2008 G.E.O. Chardonnay (San Francisco Bay)
white,6.9,0.19,0.35,13.5,0.038,49.0,118.0,0.99546,3.0,0.63,10.7,6,Freestone 2008 Pastorale Vineyard Chardonnay (Sonoma Coast)
white,6.8,0.16,0.36,1.3,0.034,32.0,98.0,0.99058,3.02,0.58,11.3,6,Medlock Ames 2013 Kate's + B's Cabernet Sauvignon (Alexander Valley)
white,6.4,0.41,0.01,6.1,0.048,20.0,70.0,0.99362,3.19,0.42,10.0,5,Johann Donabaum 2016 Point Federspiel Grüner Veltliner (Wachau)
white,6.4,0.41,0.01,6.1,0.048,20.0,70.0,0.99362,3.19,0.42,10.0,5,Clos Pepe 2013 Estate Pinot Noir (Sta. Rita Hills)
white,7.4,0.36,0.32,1.9,0.036,27.0,119.0,0.99196,3.15,0.49,11.2,6,Paumanok 2014 Tuthill's Lane Vineyard Cabernet Sauvignon (North Fork of Long Island)
white,6.1,0.17,0.21,1.9,0.09,44.0,130.0,0.99255,3.07,0.41,9.7,5,Zolo 2011 Torrontés (Mendoza)
white,5.5,0.28,0.21,1.6,0.032,23.0,85.0,0.99027,3.42,0.42,12.5,5,Château Jean-Pierre Gaussen 2004 Longue Garde Mourvèdre (Bandol)
white,6.6,0.5,0.26,11.3,0.029,32.0,110.0,0.99302,3.27,0.78,12.9,8,Failla 2011 Chardonnay (Sonoma Coast)
white,7.1,0.44,0.27,8.4,0.057,60.0,160.0,0.99257,3.16,0.36,11.8,6,Domaine Rieflé-Landmann 2012 Rieflé Bihl Riesling (Alsace)
white,6.9,0.38,0.28,8.3,0.062,22.0,166.0,0.99506,3.16,0.72,10.6,5,Convergence Zone 2013 Ciel du Cheval Vineyard Drizzle Pinot Gris (Red Mountain)
white,7.1,0.44,0.27,8.4,0.057,60.0,160.0,0.99257,3.16,0.36,11.8,6,Durant 2015 Lark Chardonnay (Dundee Hills)
white,6.2,0.24,0.28,12.2,0.049,54.0,133.0,0.9952,3.19,0.37,10.7,6,Can Blau 2010 Mas de Can Blau Red (Montsant)
white,6.1,0.28,0.27,8.0,0.048,41.0,162.0,0.99498,3.21,0.51,9.9,5,Bodegas Valdemar 2005 Conde de Valdemar Gran Reserva  (Rioja)
white,7.6,0.26,0.32,1.3,0.048,23.0,76.0,0.9903,2.96,0.46,12.0,6,Castellare di Castellina 2013 Il Poggiale Riserva  (Chianti Classico)
white,7.5,0.16,0.38,12.7,0.043,70.5,163.0,0.99706,3.15,0.82,10.4,7,Zuccardi 2010 Q Chardonnay (Mendoza)
white,6.5,0.36,0.16,1.3,0.054,11.0,107.0,0.99398,3.19,0.39,8.5,5,Hillinger 2010 Pinot Blanc (Leithaberg)
white,6.6,0.35,0.19,10.5,0.06,15.0,82.0,0.99588,3.13,0.38,9.9,4,Palmina 2011 Alisos Red (Santa Barbara County)
white,5.7,0.25,0.26,12.5,0.049,52.5,120.0,0.99691,3.08,0.45,9.4,6,Roncão 2014 DR Colheita Red (Douro)
white,7.4,0.37,0.26,9.6,0.05,33.0,134.0,0.99608,3.13,0.46,10.4,5,Dr. Loosen 2010 Wehlener Sonnenuhr GG Trocken Riesling (Mosel)
white,5.7,0.25,0.21,1.5,0.044,21.0,108.0,0.99142,3.3,0.59,11.0,6,Caves Velhas 2010 Catedral Red (Dão)
white,5.8,0.23,0.21,1.5,0.044,21.0,110.0,0.99138,3.3,0.57,11.0,6,Château Lamothe de Haux 2009 Château Manos Réserve du Château  (Cadillac)
white,5.4,0.265,0.28,7.8,0.052,27.0,91.0,0.99432,3.19,0.38,10.4,6,Fratelli Alessandria 2012 Monvigliero  (Barolo)
white,5.7,0.25,0.27,10.8,0.05,58.0,116.0,0.99592,3.1,0.5,9.8,6,Bodega Carmine Granata 2010 Sémillon (Mendoza)
white,5.7,0.25,0.26,12.5,0.049,52.5,106.0,0.99691,3.08,0.45,9.4,6,Dragonette 2014 Seven Syrah (Santa Ynez Valley)
white,5.9,0.23,0.28,8.6,0.046,37.0,142.0,0.99432,3.23,0.53,10.6,6,Brutocao 2010 Reserve Merlot (Mendocino)
white,6.2,0.3,0.32,1.2,0.052,32.0,185.0,0.99266,3.28,0.44,10.1,5,Cheval Quancard 2010 1844 Réserve  (Bordeaux)
white,6.5,0.33,0.24,14.5,0.048,20.0,96.0,0.99456,3.06,0.3,11.5,8,Noceto 2008 Marmellata Sangiovese (Shenandoah Valley (CA))
white,7.4,0.26,0.29,3.7,0.048,14.0,73.0,0.9915,3.06,0.45,11.4,6,Quinta do Portal NV Twenty Seven Grapes Reserve  (Port)
white,7.0,0.2,0.4,1.1,0.058,30.0,93.0,0.99322,3.03,0.38,9.2,6,Frank Family 2013 Reserve Cabernet Sauvignon (Rutherford)
white,6.5,0.21,0.42,1.1,0.059,33.0,101.0,0.9927,3.12,0.38,9.7,6,Fontodi 2012 Vigna del Sorbo Gran Selezione  (Chianti Classico)
white,7.3,0.25,0.27,3.8,0.047,16.0,79.0,0.99173,3.07,0.46,11.3,6,Luke 2013 Cabernet Sauvignon (Wahluke Slope)
white,6.8,0.27,0.24,4.6,0.098,36.0,127.0,0.99412,3.15,0.49,9.6,6,Attic Cellar 2014 R Is For Riesling (Finger Lakes)
white,6.7,0.24,0.3,10.2,0.07,44.0,179.0,0.99666,2.86,0.46,8.9,6,Torii Mor 2006 La Cuillère Member's Reserve Pinot Noir (Oregon)
white,6.4,0.14,0.28,7.9,0.057,21.0,82.0,0.99425,3.26,0.36,10.0,6,Ravoire et Fils 2016 Domaine Mas Thérèse Rosé (Bandol)
white,6.4,0.5,0.2,2.4,0.059,19.0,112.0,0.99314,3.18,0.4,9.2,6,Cuatro Vacas Gordas 2015 Torrontés (Mendoza)
white,6.6,0.41,0.27,10.7,0.11,20.0,103.0,0.99672,3.08,0.41,9.0,6,Herdade de São Miguel 2011 Herdade da Pimenta Red (Alentejano)
white,6.4,0.25,0.28,4.9,0.03,29.0,98.0,0.99024,3.09,0.58,12.8,7,Dallas Conté 1998 Chardonnay (Colchagua Valley)
white,6.6,0.41,0.27,10.7,0.11,20.0,103.0,0.99672,3.08,0.41,9.0,6,Tenuta San Giorgio 2010 Ugolforte  (Brunello di Montalcino)
white,8.0,0.25,0.35,1.1,0.054,13.0,136.0,0.99366,3.08,0.55,9.5,5,Joseph Phelps 2010 Freestone Vineyards Chardonnay (Sonoma Coast)
white,6.4,0.14,0.28,7.9,0.057,21.0,82.0,0.99425,3.26,0.36,10.0,6,Keller 2008 Precioso Pinot Noir (Sonoma Coast)
white,6.6,0.21,0.34,5.6,0.046,30.0,140.0,0.99299,3.22,0.38,11.0,5,Producteurs Plaimont 2014 Le Faîte  (Saint-Mont)
white,6.4,0.5,0.2,2.4,0.059,19.0,112.0,0.99314,3.18,0.4,9.2,6,Sokol Blosser 2014 Hyland Vineyard Pinot Noir (McMinnville)
white,6.3,0.29,0.23,14.2,0.037,24.0,99.0,0.99528,3.08,0.38,10.6,6,Staete Landt 2014 Map Maker Pinot Noir (Marlborough)
white,6.9,0.37,0.23,9.5,0.057,54.0,166.0,0.99568,3.23,0.42,10.0,5,Château de Lancyre 2004 Pic Saint-Loup Vieilles Vignes Red (Coteaux du Languedoc)
white,6.9,0.37,0.23,9.5,0.057,54.0,166.0,0.99568,3.23,0.42,10.0,5,S.A. Prüm 2014 Wehlener Sonnenuhr Auslese Grosse Lage Riesling (Mosel)
white,5.7,0.31,0.28,4.1,0.03,22.0,86.0,0.99062,3.31,0.38,11.7,7,ZD 2014 Reserve Chardonnay (Carneros)
white,6.9,0.45,0.27,4.7,0.035,17.0,80.0,0.99058,3.12,0.36,12.5,7,Château Haut Claribes 2012 Grande Réserve  (Bordeaux)
white,6.9,0.3,0.45,1.4,0.039,36.0,122.0,0.99059,3.07,0.47,11.1,7,Mustilli 2009 Vigna Segreta Falanghina (Sant' Agata dei Goti)
white,5.3,0.23,0.56,0.9,0.041,46.0,141.0,0.99119,3.16,0.62,9.7,5,Brick House 2012 Les Dijonnais Pinot Noir (Ribbon Ridge)
white,6.8,0.3,0.26,20.3,0.037,45.0,150.0,0.99727,3.04,0.38,12.3,6,Johanneshof Reinisch 2014 Satzing Rotgipfler (Thermenregion)
white,6.7,0.28,0.42,3.5,0.035,43.0,105.0,0.99021,3.18,0.38,12.2,6,Cascina La Ghersa 2006 Vignassa  (Barbera d'Asti Superiore Nizza)
white,5.0,0.255,0.22,2.7,0.043,46.0,153.0,0.99238,3.75,0.76,11.3,6,Lelarge-Pugeot 2005 Millésime Premier Cru Extra Brut  (Champagne)
white,7.6,0.4,0.27,1.2,0.053,23.0,193.0,0.99164,3.22,0.38,11.6,5,Williams Selyem 2000 Vista Verde Vineyard Pinot Noir (San Benito County)
white,5.5,0.21,0.25,1.2,0.04,18.0,75.0,0.99006,3.31,0.56,11.3,6,Conti Costanti 2005  Brunello di Montalcino
white,6.0,0.2,0.25,2.0,0.041,30.0,95.0,0.99078,3.27,0.56,11.1,6,Château Goudichaud 2014 Rosé (Bordeaux Rosé)
white,6.1,0.17,0.29,1.1,0.041,32.0,92.0,0.99036,3.26,0.57,11.2,6,Santos & Seixo 2015 Rotas de Portugal Branco White (Alentejano)
white,7.5,0.21,0.29,1.5,0.046,35.0,107.0,0.99123,3.15,0.45,11.3,6,Curtis 2011 Roussanne (Santa Barbara County)
white,7.3,0.26,0.32,1.2,0.041,29.0,94.0,0.98978,3.07,0.45,12.0,6,Zenato 2014 Riserva Sergio Zenato  (Lugana)
white,6.2,0.35,0.2,18.1,0.069,33.0,158.0,0.99908,3.15,0.5,8.8,6,Balletto 2013 Brut Rosé Méthode Traditionelle Sparkling (Russian River Valley)
white,6.2,0.35,0.2,18.1,0.069,33.0,158.0,0.99908,3.15,0.5,8.8,6,Ramos-Pinto NV Quinta da Ervamoira 10-Year-Old Tawny  (Port)
white,6.5,0.43,0.31,3.6,0.046,19.0,143.0,0.99022,3.15,0.34,12.0,8,Barra of Mendocino 2013 Estate Grown Sangiovese (Mendocino)
white,6.5,0.4,0.31,3.5,0.046,22.0,147.0,0.99024,3.15,0.31,12.0,7,La Bioca 2013 Borzone  (Barolo)
white,7.4,0.28,0.5,12.1,0.049,48.0,122.0,0.9973,3.01,0.44,9.0,5,Sbragia 2005 Monte Rosso Vineyard Cabernet Sauvignon (Sonoma Valley)
white,6.3,0.23,0.22,17.45,0.054,42.0,151.0,0.99853,3.12,0.6,9.3,6,Talamonti 2009 Kudos Red (Colline Pescaresi)
white,6.2,0.34,0.25,12.1,0.059,33.0,171.0,0.99769,3.14,0.56,8.7,6,Mano A Mano 2012 Venta la Ossa Syrah (Vino de la Tierra de Castilla)
white,6.6,0.44,0.32,3.0,0.095,13.0,75.0,0.98954,3.1,0.63,12.8,6,Château du Grand Pierre 2014  Blaye Côtes de Bordeaux
white,6.0,0.13,0.36,1.6,0.052,23.0,72.0,0.98974,3.1,0.5,11.5,7,Château l'Afrique 2013 Rosé (Côtes de Provence)
white,6.3,0.17,0.23,5.7,0.048,44.0,147.0,0.99382,3.08,0.54,10.0,5,Sauvion 2010 Loire Valley Sauvignon Blanc (Touraine)
white,6.3,0.18,0.22,5.6,0.047,45.0,147.0,0.99383,3.09,0.54,10.0,5,Ruca Malen 2011 Yauquen Cabernet Sauvignon (Mendoza)
white,6.7,0.31,0.34,6.8,0.059,51.0,215.0,0.99538,3.33,0.56,10.3,5,Joseph Mellot 2012 La Gravelière  (Sancerre)
white,6.6,0.33,0.32,15.6,0.054,62.0,227.0,0.99734,3.25,0.56,10.4,5,Dreaming Tree 2012 Everyday White (Central Coast)
white,6.3,0.34,0.31,6.0,0.02,18.0,68.0,0.98981,3.22,0.29,13.4,7,Girard 2013 Petite Sirah (Napa Valley)
white,6.8,0.29,0.32,1.8,0.032,18.0,130.0,0.99095,3.05,0.62,11.2,6,Morandé 2015 Reserva Pinot Noir (Casablanca Valley)
white,7.4,0.31,0.26,8.6,0.048,47.0,206.0,0.9964,3.26,0.36,9.1,5,Produttori del Barbaresco 2009 Rabajà Riserva  (Barbaresco)
white,7.4,0.31,0.26,8.6,0.048,47.0,206.0,0.9964,3.26,0.36,9.1,5,Reynvaan Family Vineyards 2013 In the Rocks Vineyard Estate Syrah (Walla Walla Valley (WA))
white,5.7,0.25,0.27,11.5,0.04,24.0,120.0,0.99411,3.33,0.31,10.8,6,Canevel 2014  Valdobbiadene Prosecco Superiore
white,6.8,0.27,0.28,7.8,0.038,26.0,89.0,0.9915,3.24,0.34,12.5,6,Cairdean Estate 2011 Acquaintance Vineyard Cabernet Sauvignon (Coombsville)
white,5.9,0.26,0.24,2.4,0.046,27.0,132.0,0.99234,3.63,0.73,11.3,5,Cramele Recas 2013 Dreamfish Cabernet Sauvignon (Viile Timisului)
white,5.9,0.65,0.23,5.0,0.035,20.0,128.0,0.99016,3.46,0.48,12.8,6,Château Ferry Lacombe 2015 Haedus Rosé (Côtes de Provence)
white,7.4,0.31,0.26,8.6,0.048,47.0,206.0,0.9964,3.26,0.36,9.1,5,Casa Santos Lima 2010 Confidencial Reserva Red (Lisboa)
white,6.6,0.23,0.32,1.5,0.041,8.0,72.0,0.98949,3.22,0.39,12.7,6,Leeuwin Estate 2003 Prelude Vineyards Cabernet Merlot (Margaret River)
white,6.8,0.18,0.35,5.4,0.054,53.0,143.0,0.99287,3.1,0.54,11.0,7,Robert Mondavi 2014 Cabernet Sauvignon (Napa Valley)
white,6.8,0.28,0.29,11.9,0.052,51.0,149.0,0.99544,3.02,0.58,10.4,6,Valentin Bianchi 2012 Elsa Bianchi Malbec (Mendoza)
white,6.8,0.28,0.29,11.9,0.052,51.0,149.0,0.99544,3.02,0.58,10.4,6,Hudson-Chatham 2012 Casscles Vineyards Chelois (Hudson River Region)
white,5.9,0.27,0.27,9.0,0.051,43.0,136.0,0.9941,3.25,0.53,10.7,6,Patterson 2006 Malbec (Columbia Valley (WA))
white,6.1,0.25,0.28,10.0,0.055,56.0,131.0,0.994,3.22,0.35,10.9,6,Hightower 2006 Cabernet Sauvignon (Columbia Valley (WA))
white,6.8,0.28,0.29,11.9,0.052,51.0,149.0,0.99544,3.02,0.58,10.4,6,Spadafora 2009 Vigna Fiego White (Donnici)
white,6.8,0.26,0.29,11.9,0.052,54.0,160.0,0.99546,3.03,0.58,10.4,6,Longoria 2009 Cuvée June Pink Wine Rosé (Santa Barbara County)
white,7.1,0.13,0.29,15.5,0.064,56.0,115.5,0.99737,3.16,0.41,9.7,7,Muhr-Van der Niepoort 2011 Spitzerberg Blaufränkisch (Carnuntum)
white,6.8,0.18,0.35,5.4,0.054,53.0,143.0,0.99287,3.1,0.54,11.0,7,Kirkland Signature 2011 Meritage (Rutherford)
white,6.2,0.2,0.25,15.0,0.055,8.0,120.0,0.99767,3.19,0.53,9.6,6,William Hill Estate 2013 Benchland Series Malbec (Napa Valley)
white,5.8,0.24,0.28,1.4,0.038,40.0,76.0,0.98711,3.1,0.29,13.9,7,Erik Banti 2012 Carato Red (Toscana)
white,7.6,0.48,0.31,9.4,0.046,6.0,194.0,0.99714,3.07,0.61,9.4,5,Calendar Girl 2009 Bodacious Brunette Red (Columbia Valley (WA))
white,7.4,0.26,0.32,3.7,0.032,29.0,193.0,0.99134,3.1,0.67,12.5,6,Magnificent Wine Company 2007 House Wine Red (Columbia Valley (WA))
white,6.2,0.2,0.25,15.0,0.055,8.0,120.0,0.99767,3.19,0.53,9.6,6,Two Vintners 2012 Some Days Are Diamonds Syrah (Horse Heaven Hills)
white,6.1,0.3,0.47,1.4,0.049,50.0,187.0,0.9927,3.19,0.45,9.5,5,Vallobera 2015 Reserva  (Rioja)
white,6.2,0.32,0.5,6.5,0.048,61.0,186.0,0.9948,3.19,0.45,9.6,5,Craggy Range 2014 Le Sol Gimblett Gravels Syrah (Hawke's Bay)
white,6.1,0.3,0.47,1.4,0.049,50.0,187.0,0.9927,3.19,0.45,9.5,5,Quintas de Melgaço 2013 QM Blue White (Vinho Verde)
white,6.3,0.34,0.52,6.3,0.047,63.0,186.0,0.99481,3.18,0.44,9.6,5,Château Sainte Marguerite 2011 Cuvée M Cru Classé Rosé (Côtes de Provence)
white,7.4,0.16,0.3,13.7,0.056,33.0,168.0,0.99825,2.9,0.44,8.7,7,Eastburn Vineyards 2006 Pinot Noir (Chehalem Mountains)
white,7.4,0.16,0.3,13.7,0.056,33.0,168.0,0.99825,2.9,0.44,8.7,7,Domus Aurea 2008 Cabernet Sauvignon (Maipo Valley)
white,7.4,0.16,0.3,13.7,0.056,33.0,168.0,0.99825,2.9,0.44,8.7,7,Benanti 2005 Pietramarina  (Etna)
white,7.4,0.16,0.3,13.7,0.056,33.0,168.0,0.99825,2.9,0.44,8.7,7,Toi Toi 2016 Pinot Gris (Marlborough)
white,7.4,0.16,0.3,13.7,0.056,33.0,168.0,0.99825,2.9,0.44,8.7,7,Cockburn's 2009 Quinta dos Canais Vintage  (Port)
white,7.4,0.16,0.3,13.7,0.056,33.0,168.0,0.99825,2.9,0.44,8.7,7,Bonacchi 2011 Casalino  (Brunello di Montalcino)
white,7.2,0.26,0.38,1.5,0.061,12.0,120.0,0.99192,3.18,0.46,10.4,5,Beresan 2006 Merlot (Columbia Valley (WA))
white,7.0,0.31,0.35,1.6,0.063,13.0,119.0,0.99184,3.22,0.5,10.7,5,Famille Perrin 2012 Les Sinards White (Châteauneuf-du-Pape)
white,6.6,0.22,0.35,1.4,0.05,23.0,83.0,0.99019,3.17,0.48,12.0,7,South Coast 2014 Viognier (Temecula Valley)
white,5.8,0.23,0.31,3.5,0.044,35.0,158.0,0.98998,3.19,0.37,12.1,7,Rosenhof 2015 Blaufränkisch (Burgenland)
white,6.3,0.17,0.32,1.0,0.04,39.0,118.0,0.98886,3.31,0.4,13.1,8,Alfredo Roca 2006 Pinot Noir
white,6.0,0.19,0.26,1.4,0.039,30.0,104.0,0.98998,3.32,0.41,12.4,6,Wairau River 2009 Pinot Noir (Marlborough)
white,6.7,0.21,0.34,1.5,0.035,45.0,123.0,0.98949,3.24,0.36,12.6,7,Leyda 2015 Lot 5 Chardonnay (Leyda Valley)
white,7.4,0.16,0.3,13.7,0.056,33.0,168.0,0.99825,2.9,0.44,8.7,7,Ken Forrester 2010 Petit Pinotage (Western Cape)
white,6.6,0.22,0.37,1.6,0.04,31.0,101.0,0.99009,3.15,0.66,12.0,5,Casca Wines 2010 Monte Cascas Grande Reserva Red (Alentejano)
white,6.8,0.34,0.27,5.2,0.06,14.0,169.0,0.99252,3.27,0.57,11.6,6,Trappolini 2010  Orvieto
white,7.1,0.34,0.86,1.4,0.174,36.0,99.0,0.99288,2.92,0.5,9.3,5,Quintas de Melgaço 2014 Torre de Menagem Escolha White (Vinho Verde)
white,6.3,0.24,0.22,11.9,0.05,65.0,179.0,0.99659,3.06,0.58,9.3,6,Moët & Chandon 1999 Grand Vintage Collection Brut  (Champagne)
white,6.9,0.35,0.39,2.4,0.048,25.0,157.0,0.99133,3.2,0.54,11.1,7,Round Hill 2010 Merlot (California)
white,6.8,0.24,0.33,3.2,0.049,68.0,161.0,0.99324,3.1,0.69,10.2,6,Proemio 2015 Cabernet Sauvignon (Mendoza)
white,6.4,0.25,0.33,1.7,0.037,35.0,113.0,0.99164,3.23,0.66,10.6,6,Chanin 2015 Bien Nacido Vineyard Chardonnay (Santa Maria Valley)
white,5.8,0.19,0.33,4.2,0.038,49.0,133.0,0.99107,3.16,0.42,11.3,7,Kenneth Volk 2012 San Bernabe Vineyard Malvasia Bianca (Monterey County)
white,6.9,0.24,0.4,15.4,0.052,81.0,198.0,0.9986,3.2,0.69,9.4,5,Raineri Gianmatteo 2012 Monserra  (Barolo)
white,6.5,0.31,0.61,13.0,0.053,31.0,123.0,0.99708,3.09,0.5,9.3,6,Valle Reale 2009 Vigneto Vigne Nuove  (Montepulciano d'Abruzzo Cerasuolo)
white,6.6,0.25,0.32,5.6,0.039,15.0,68.0,0.99163,2.96,0.52,11.1,6,Winzer Krems 2012 Sandgrube 13 Grüner Veltliner (Niederösterreich)
white,7.5,0.38,0.56,9.7,0.055,15.0,170.0,0.99605,3.13,0.65,9.9,6,Byron 2013 Sierra Madre Vineyard Pinot Noir (Santa Maria Valley)
white,6.2,0.3,0.3,2.5,0.041,29.0,82.0,0.99065,3.31,0.61,11.8,7,Achaval-Ferrer 2008 Finca Mirador Malbec (Mendoza)
white,6.4,0.33,0.28,4.0,0.04,24.0,81.0,0.9903,3.26,0.64,12.6,7,André Kientzler 2016 Schoenenbourg Grand Cru Riesling (Alsace)
white,6.9,0.24,0.4,15.4,0.052,81.0,198.0,0.9986,3.2,0.69,9.4,5,Alain Brumont 2007 Château Bouscassé Argile Red (Madiran)
white,7.6,0.27,0.32,1.2,0.043,23.0,72.0,0.99236,3.06,0.68,10.5,5,DFJ Vinhos 2016 DFJ Alvarinho-Chardonnay White (Lisboa)
white,5.9,0.24,0.34,2.0,0.037,40.0,108.0,0.98948,3.19,0.5,12.3,6,Andis 2012 Cooper Ranch Barbera (Amador County)
white,5.3,0.33,0.3,1.2,0.048,25.0,119.0,0.99045,3.32,0.62,11.3,6,Marqués de Murrieta 2009 Dalmau  (Rioja)
